,0
2021-12-13,392.26
2021-12-14,388.34
2021-12-15,396.88
2021-12-16,386.91
2021-12-17,384.96
2021-12-20,380.67
2021-12-21,389.22
2021-12-22,393.89
2021-12-23,396.99
2021-12-27,403.41
2021-12-28,401.71
2021-12-29,401.6
2021-12-30,400.31
2021-12-31,397.57
2022-01-03,401.74
2022-01-04,396.57
2022-01-05,384.27
2022-01-06,384.06
2022-01-07,379.79
2022-01-10,380.34
2022-01-11,385.83
2022-01-12,387.38
2022-01-13,377.88
2022-01-14,380.11
2022-01-17,380.01
2022-01-18,370.87
2022-01-19,366.49
2022-01-20,361.55
2022-01-21,351.47
2022-01-24,353.6
2022-01-25,345.03
2022-01-26,344.74
2022-01-27,341.02
2022-01-28,351.89
2022-01-31,363.18
2022-02-01,365.49
2022-02-02,368.47
2022-02-03,353.58
2022-02-04,357.94
2022-02-07,355.23
2022-02-08,359.19
2022-02-09,366.67
2022-02-10,358.42
2022-02-11,347.16
2022-02-14,347.63
2022-02-15,356.16
2022-02-16,356.03
2022-02-17,345.53
2022-02-18,341.58
2022-02-21,341.51
2022-02-22,338.1
2022-02-23,329.4
2022-02-24,340.57
2022-02-25,345.84
2022-02-28,347.05
2022-03-01,341.57
2022-03-02,347.11
2022-03-03,342.24
2022-03-04,337.31
2022-03-07,324.91
2022-03-08,323.35
2022-03-09,335.01
2022-03-10,331.43
2022-03-11,324.38
2022-03-14,318.21
2022-03-15,328.23
2022-03-16,340.42
2022-03-17,344.32
2022-03-18,351.37
2022-03-21,350.07
2022-03-22,356.93
2022-03-23,351.83
2022-03-24,359.63
2022-03-25,359.28
2022-03-28,364.95
2022-03-29,371.16
2022-03-30,367.15
2022-03-31,362.01
2022-04-01,361.89
2022-04-04,369.22
2022-04-05,361.17
2022-04-06,353.18
2022-04-07,354.12
2022-04-08,349.11
2022-04-11,340.98
2022-04-12,339.57
2022-04-13,346.35
2022-04-14,338.49
2022-04-15,338.43
2022-04-18,338.93
2022-04-19,346.13
2022-04-20,341.05
2022-04-21,334.24
2022-04-22,325.46
2022-04-25,329.58
2022-04-26,316.95
2022-04-27,316.71
2022-04-28,327.93
2022-04-29,313.15
2022-05-02,318.47
2022-05-03,318.9
2022-05-04,329.75
2022-05-05,313.58
2022-05-06,309.39
2022-05-09,297.24
2022-05-10,300.86
2022-05-12,291.21
2022-05-13,301.85
2022-05-16,298.53
2022-05-17,306.29
2022-05-18,291.1
2022-05-19,289.59
2022-05-20,288.59
2022-05-23,293.45
2022-05-24,287.24
2022-05-25,291.3
2022-05-26,299.3
2022-05-27,309.18
2022-05-30,309.1
2022-05-31,308.17
2022-06-01,306.01
2022-06-02,314.41
2022-06-03,306.03
2022-06-06,307.23
2022-06-07,309.94
2022-06-08,307.71
2022-06-09,299.25
2022-06-10,288.75
2022-06-13,275.49
2022-06-14,275.97
2022-06-15,282.9
2022-06-16,271.68
2022-06-20,274.69
2022-06-21,281.16
2022-06-22,280.67
2022-06-23,284.86
2022-06-27,292.5
2022-06-28,283.51
2022-06-29,283.93
2022-06-30,280.33
2022-07-01,282.11
2022-07-04,282.13
2022-07-05,287.05
2022-07-06,288.76
2022-07-07,294.95
2022-07-08,295.39
2022-07-11,288.98
2022-07-12,286.22
2022-07-13,285.67
2022-07-14,286.7
2022-07-15,291.83
2022-07-18,289.39
2022-07-19,298.25
2022-07-20,302.99
2022-07-21,307.43
2022-07-22,301.98
2022-07-25,300.35
2022-07-26,294.31
2022-07-27,306.81
2022-07-28,309.82
2022-07-29,315.49
2022-08-01,315.28
2022-08-02,314.3
2022-08-03,322.83
2022-08-04,324.28
2022-08-05,321.82
2022-08-08,320.72
2022-08-09,317.04
2022-08-10,325.93
2022-08-11,324.11
2022-08-12,330.5
2022-08-15,333.09
2022-08-16,332.31
2022-08-17,328.47
2022-08-18,329.28
2022-08-19,322.9
2022-08-22,314.42
2022-08-23,314.08
2022-08-24,315.07
2022-08-25,320.53
2022-08-26,307.44
2022-08-29,304.43
2022-08-30,300.99
2022-08-31,299.26
2022-09-01,299.43
2022-09-02,295.22
2022-09-05,295.17
2022-09-06,293.04
2022-09-07,298.98
2022-09-08,300.51
2022-09-09,307.04
2022-09-12,310.71
2022-09-13,293.57
2022-09-14,296.02
2022-09-15,291.06
2022-09-16,289.21
2022-09-19,291.09
2022-09-20,288.67
2022-09-21,283.44
2022-09-22,280.08
2022-09-23,275.54
2022-09-26,274.19
2022-09-27,274.53
2022-09-28,279.85
2022-09-29,272.04
2022-09-30,267.27
